concept_name,section_uid,depth,loinc_code,code_display_name,raw_title,normalized_title,reason,parent_section_uid,heading_path,direct_char_count,child_count
apixaban,4315a668-4d7b-4cfe-b9c9-fc087f5d116e,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,6dedfaf5-8c22-472d-bac8-25964e3c3085,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION,476,3
apixaban,d6bbb223-fdb0-4d7a-86e2-9155c455099c,3,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,4315a668-4d7b-4cfe-b9c9-fc087f5d116e,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION > SPL UNCLASSIFIED SECTION,1666,0
apixaban,d6f8b835-0de3-4bdb-9258-f4c80ee6a7db,3,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,4315a668-4d7b-4cfe-b9c9-fc087f5d116e,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION > SPL UNCLASSIFIED SECTION,1507,0
apixaban,82261903-1d49-498d-99e0-178292af977c,3,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,4315a668-4d7b-4cfe-b9c9-fc087f5d116e,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION > SPL UNCLASSIFIED SECTION,1067,0
apixaban,edf083d4-8ac8-4f43-aefa-f506c5e7fb90,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,758775f0-b889-48d7-a6eb-c941351c355b,8 USE IN SPECIFIC POPULATIONS > 8.6 Renal Impairment > SPL UNCLASSIFIED SECTION,375,1
apixaban,cb7bf71c-a550-49c7-b4ae-b7afba532005,3,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,edf083d4-8ac8-4f43-aefa-f506c5e7fb90,8 USE IN SPECIFIC POPULATIONS > 8.6 Renal Impairment > SPL UNCLASSIFIED SECTION > SPL UNCLASSIFIED SECTION,653,0
apixaban,4748c851-211c-4013-99ad-caa282a2fcc6,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,758775f0-b889-48d7-a6eb-c941351c355b,8 USE IN SPECIFIC POPULATIONS > 8.6 Renal Impairment > SPL UNCLASSIFIED SECTION,633,0
apixaban,5d7f0451-b7b0-4a41-b77e-cd4709911caa,2,42229-5,SPL UNCLASSIFIED SECTION,ARISTOTLE,ARISTOTLE,unclassified_with_title,3082a6c0-7bb8-4d6d-b0d2-7b7bd349430b,14 CLINICAL STUDIES > 14.1 Reduction of Risk of Stroke and Systemic Embolism in Nonvalvular Atrial Fibrillation > ARISTOTLE,5700,0
apixaban,d8229563-6645-4275-8c73-63677225b95c,2,42229-5,SPL UNCLASSIFIED SECTION,AVERROES,AVERROES,unclassified_with_title,3082a6c0-7bb8-4d6d-b0d2-7b7bd349430b,14 CLINICAL STUDIES > 14.1 Reduction of Risk of Stroke and Systemic Embolism in Nonvalvular Atrial Fibrillation > AVERROES,1280,0
apixaban,ba6f48be-a1d7-4ff6-bd01-afa945036f70,1,42229-5,SPL UNCLASSIFIED SECTION,14.3 Treatment of DVT and PE and Reduction in the Risk of Recurrence of DVT and PE,TREATMENT OF DVT AND PE AND REDUCTION IN THE RISK OF RECURRENCE OF DVT AND PE,unclassified_with_title,80b82abd-0858-4cf1-bb4f-95c8a795d12b,14 CLINICAL STUDIES > 14.3 Treatment of DVT and PE and Reduction in the Risk of Recurrence of DVT and PE,463,2
apixaban,faec6cef-d4cc-4584-b262-805a736d597d,2,42229-5,SPL UNCLASSIFIED SECTION,AMPLIFY,AMPLIFY,unclassified_with_title,ba6f48be-a1d7-4ff6-bd01-afa945036f70,14 CLINICAL STUDIES > 14.3 Treatment of DVT and PE and Reduction in the Risk of Recurrence of DVT and PE > AMPLIFY,2710,0
apixaban,e73593d4-24c1-4e2c-a0a7-833d4a913ed0,2,42229-5,SPL UNCLASSIFIED SECTION,AMPLIFY-EXT,AMPLIFY-EXT,unclassified_with_title,ba6f48be-a1d7-4ff6-bd01-afa945036f70,14 CLINICAL STUDIES > 14.3 Treatment of DVT and PE and Reduction in the Risk of Recurrence of DVT and PE > AMPLIFY-EXT,1693,0
apixaban,d5a20043-0fc9-4f27-b18c-4ddb26bc9642,0,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,,SPL UNCLASSIFIED SECTION,211,0
isotretinoin,6b0fe588-baea-450d-90e7-e001cb8aa1e1,1,42229-5,SPL UNCLASSIFIED SECTION,2.1 Recommended Dosage,RECOMMENDED DOSAGE,unclassified_with_title,9da50208-68a6-467d-a157-66b3fa81a805,2 DOSAGE AND ADMINISTRATION > 2.1 Recommended Dosage,1274,0
isotretinoin,7185358f-845f-462f-bf28-8496dedf8e4e,1,42229-5,SPL UNCLASSIFIED SECTION,2.2 Duration of Use,DURATION OF USE,unclassified_with_title,9da50208-68a6-467d-a157-66b3fa81a805,2 DOSAGE AND ADMINISTRATION > 2.2 Duration of Use,953,0
isotretinoin,00da5019-2238-497f-857c-a3596fe0594c,1,42229-5,SPL UNCLASSIFIED SECTION,2.3 Laboratory Testing Prior to Administration,LABORATORY TESTING PRIOR TO ADMINISTRATION,unclassified_with_title,9da50208-68a6-467d-a157-66b3fa81a805,2 DOSAGE AND ADMINISTRATION > 2.3 Laboratory Testing Prior to Administration,418,0
isotretinoin,12dc2521-1f8b-42ae-8f89-b017faebb094,1,42229-5,SPL UNCLASSIFIED SECTION,4.2 Hypersensitivity,HYPERSENSITIVITY,unclassified_with_title,aad64e1b-a59e-4d88-9466-e57c40f872a7,4 CONTRAINDICATIONS > 4.2 Hypersensitivity,279,0
isotretinoin,ad97c7d7-e8e5-44a4-b3b9-cd49b5d1be56,1,42229-5,SPL UNCLASSIFIED SECTION,5.1 Embryo-Fetal Toxicity,EMBRYO-FETAL TOXICITY,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.1 Embryo-Fetal Toxicity,1525,0
isotretinoin,9624bd3a-0a2e-4933-9222-cbf88b07ab86,1,42229-5,SPL UNCLASSIFIED SECTION,5.2 iPLEDGE Program,IPLEDGE PROGRAM,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.2 iPLEDGE Program,2061,0
isotretinoin,da98b591-7479-4cec-af68-96af5a91e799,1,42229-5,SPL UNCLASSIFIED SECTION,5.3 Isotretinoin and ABSORICA LD are Not Substitutable,ISOTRETINOIN AND ABSORICA LD ARE NOT SUBSTITUTABLE,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.3 Isotretinoin and ABSORICA LD are Not Substitutable,304,0
isotretinoin,5d2dd7a0-015a-4497-8f39-3d4130c97ace,1,42229-5,SPL UNCLASSIFIED SECTION,5.4 Psychiatric Disorders,PSYCHIATRIC DISORDERS,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.4 Psychiatric Disorders,1113,0
isotretinoin,4157ca33-fe80-4858-b32b-3cabc6293b99,1,42229-5,SPL UNCLASSIFIED SECTION,5.5 Intracranial Hypertension (Pseudotumor Cerebri),INTRACRANIAL HYPERTENSION (PSEUDOTUMOR CEREBRI),unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.5 Intracranial Hypertension (Pseudotumor Cerebri),615,0
isotretinoin,72b3f8a4-26c5-4d8c-a054-d43c9aedc66a,1,42229-5,SPL UNCLASSIFIED SECTION,5.6 Serious Skin Reactions,SERIOUS SKIN REACTIONS,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.6 Serious Skin Reactions,421,0
isotretinoin,90c29221-79ac-42f1-b209-8913f2ca56ce,1,42229-5,SPL UNCLASSIFIED SECTION,5.7 Pancreatitis,PANCREATITIS,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.7 Pancreatitis,285,0
isotretinoin,dbaec75d-089f-4a7e-9524-57cbf2beefea,1,42229-5,SPL UNCLASSIFIED SECTION,5.8 Lipid Abnormalities,LIPID ABNORMALITIES,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.8 Lipid Abnormalities,1380,0
isotretinoin,36cdf2b2-556d-427c-b2cf-2a266fc69955,1,42229-5,SPL UNCLASSIFIED SECTION,5.9 Hearing Impairment,HEARING IMPAIRMENT,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.9 Hearing Impairment,401,0
isotretinoin,05e0d181-6c53-49c1-aa25-e3848d0fa455,1,42229-5,SPL UNCLASSIFIED SECTION,5.10 Hepatotoxicity,HEPATOTOXICITY,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.10 Hepatotoxicity,444,0
isotretinoin,0e96d81b-0256-443f-b1d7-ff0fc629ee7e,1,42229-5,SPL UNCLASSIFIED SECTION,5.11 Inflammatory Bowel Disease,INFLAMMATORY BOWEL DISEASE,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.11 Inflammatory Bowel Disease,407,0
isotretinoin,8e12f16e-ed76-42cc-b0a5-721897e7d2ab,1,42229-5,SPL UNCLASSIFIED SECTION,5.12 Musculoskeletal Abnormalities,MUSCULOSKELETAL ABNORMALITIES,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.12 Musculoskeletal Abnormalities,4502,0
isotretinoin,3ab916d6-987b-4b48-854b-ce25445347ef,1,42229-5,SPL UNCLASSIFIED SECTION,5.13 Ocular Abnormalities,OCULAR ABNORMALITIES,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.13 Ocular Abnormalities,1157,0
isotretinoin,9a369e00-0202-4ec3-9f41-573bf28d19cb,1,42229-5,SPL UNCLASSIFIED SECTION,5.14 Hypersensitivity Reactions,HYPERSENSITIVITY REACTIONS,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.14 Hypersensitivity Reactions,398,0
isotretinoin,f99cfdc5-1f49-4f82-a46e-d35e925935c5,1,42229-5,SPL UNCLASSIFIED SECTION,5.15 Laboratory Abnormalities and Laboratory Monitoring for Adverse Reactions,LABORATORY ABNORMALITIES AND LABORATORY MONITORING FOR ADVERSE REACTIONS,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.15 Laboratory Abnormalities and Laboratory Monitoring for Adverse Reactions,2238,0
isotretinoin,e61cf612-edd2-49b6-a7f8-ddc67c0033d2,1,42229-5,SPL UNCLASSIFIED SECTION,7.1 Vitamin A,VITAMIN A,unclassified_with_title,d82d9cca-d63d-47c9-9773-fb48e203a5dd,7 DRUG INTERACTIONS > 7.1 Vitamin A,299,0
isotretinoin,90138564-79ba-4791-80d2-a07e7dddd6ff,1,42229-5,SPL UNCLASSIFIED SECTION,7.2 Tetracyclines,TETRACYCLINES,unclassified_with_title,d82d9cca-d63d-47c9-9773-fb48e203a5dd,7 DRUG INTERACTIONS > 7.2 Tetracyclines,291,0
isotretinoin,f12b121a-d657-43de-844a-4c600cd3735e,1,42229-5,SPL UNCLASSIFIED SECTION,7.3 Phenytoin,PHENYTOIN,unclassified_with_title,d82d9cca-d63d-47c9-9773-fb48e203a5dd,7 DRUG INTERACTIONS > 7.3 Phenytoin,252,0
isotretinoin,0503cae5-2e71-4b01-950b-5cfb2496fdbc,1,42229-5,SPL UNCLASSIFIED SECTION,7.4 Systemic Corticosteroids,SYSTEMIC CORTICOSTEROIDS,unclassified_with_title,d82d9cca-d63d-47c9-9773-fb48e203a5dd,7 DRUG INTERACTIONS > 7.4 Systemic Corticosteroids,299,0
isotretinoin,2373a295-f783-4ce9-b4dc-83b7a7d56898,1,42229-5,SPL UNCLASSIFIED SECTION,7.5 Norethindrone and Ethinyl Estradiol,NORETHINDRONE AND ETHINYL ESTRADIOL,unclassified_with_title,d82d9cca-d63d-47c9-9773-fb48e203a5dd,7 DRUG INTERACTIONS > 7.5 Norethindrone and Ethinyl Estradiol,626,0
isotretinoin,38475927-596d-4322-aebb-02b3c4fd4323,1,34091-9,ANIMAL PHARMACOLOGY & OR TOXICOLOGY SECTION,13.2 Animal Toxicology,ANIMAL TOXICOLOGY,coded_but_not_in_mapper,27d3de64-afdb-4c36-af0f-8219f3bb4c12,13 NONCLINICAL TOXICOLOGY > 13.2 Animal Toxicology,801,0
isotretinoin,d0220473-ff17-47de-8dfe-c512fe616fd8,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,8d3af6f1-d93e-43cc-8264-31a95f3a6cae,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,16805181-7718-42e8-a3e9-dc11296f52b2,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,02ef277f-cad9-46b1-86db-e7a61c216939,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,eef20114-ae50-4b17-80d6-d5909f050f77,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,f950aa22-4b25-4465-a17d-b18d271c5256,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,43612bcd-9eb1-40c2-98c2-6b960dc7c64c,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,6aaa2a36-c2ef-4fc9-9ec3-b4cb2a9f5f37,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,17b9ab17-2011-4643-8b37-565d63c0a765,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,b2d154e2-c769-4d8f-ade4-86b0c8774307,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
isotretinoin,d64ccebf-6a00-4578-aa76-24416e274a41,1,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,b00e68de-9c90-457d-ab13-5e8498f999bd,PRINCIPAL DISPLAY PANEL > SPL UNCLASSIFIED SECTION,0,0
methotrexate,21b1bb12-c286-40f1-b6b1-28cb8c81ab19,1,42229-5,Spl Unclassified Section,1.1 Neoplastic Diseases,NEOPLASTIC DISEASES,unclassified_with_title,1e63b019-1598-4536-a59b-3e297b527de2,1 INDICATIONS AND USAGE > 1.1 Neoplastic Diseases,450,0
methotrexate,2ced78c0-be0d-4bb8-84ec-8e7e64f9013b,1,42229-5,Spl Unclassified Section,1.2 Rheumatoid Arthritis,RHEUMATOID ARTHRITIS,unclassified_with_title,1e63b019-1598-4536-a59b-3e297b527de2,1 INDICATIONS AND USAGE > 1.2 Rheumatoid Arthritis,89,0
methotrexate,c437c996-c4dd-4aa4-8a91-9630109529a1,1,42229-5,Spl Unclassified Section,1.3 Polyarticular Juvenile Idiopathic Arthritis,POLYARTICULAR JUVENILE IDIOPATHIC ARTHRITIS,unclassified_with_title,1e63b019-1598-4536-a59b-3e297b527de2,1 INDICATIONS AND USAGE > 1.3 Polyarticular Juvenile Idiopathic Arthritis,131,0
methotrexate,ec80ab3d-9b5d-4846-a381-2c8a6067d08e,1,42229-5,Spl Unclassified Section,1.4 Psoriasis,PSORIASIS,unclassified_with_title,1e63b019-1598-4536-a59b-3e297b527de2,1 INDICATIONS AND USAGE > 1.4 Psoriasis,85,0
methotrexate,0f40d2b1-01c6-440e-9c7e-e13a38d417f6,1,42229-5,Spl Unclassified Section,2.1 Important Dosage and Safety Information,IMPORTANT DOSAGE AND SAFETY INFORMATION,unclassified_with_title,c919c934-3920-4780-aa98-ab1f394991bf,2 DOSAGE AND ADMINISTRATION > 2.1 Important Dosage and Safety Information,659,0
methotrexate,5a23d669-a042-47cb-be91-915839941b37,1,42229-5,Spl Unclassified Section,2.2 Recommended Dosage for Neoplastic Diseases,RECOMMENDED DOSAGE FOR NEOPLASTIC DISEASES,unclassified_with_title,c919c934-3920-4780-aa98-ab1f394991bf,2 DOSAGE AND ADMINISTRATION > 2.2 Recommended Dosage for Neoplastic Diseases,812,0
methotrexate,afc397f5-3669-4968-9256-f79733de7a10,1,42229-5,Spl Unclassified Section,2.3 Recommended Dosage for Rheumatoid Arthritis,RECOMMENDED DOSAGE FOR RHEUMATOID ARTHRITIS,unclassified_with_title,c919c934-3920-4780-aa98-ab1f394991bf,2 DOSAGE AND ADMINISTRATION > 2.3 Recommended Dosage for Rheumatoid Arthritis,563,0
methotrexate,33a80a69-c401-422a-9c0a-1c4073fd95a4,1,42229-5,Spl Unclassified Section,2.4 Recommended Dosage for Polyarticular Juvenile Idiopathic Arthritis,RECOMMENDED DOSAGE FOR POLYARTICULAR JUVENILE IDIOPATHIC ARTHRITIS,unclassified_with_title,c919c934-3920-4780-aa98-ab1f394991bf,2 DOSAGE AND ADMINISTRATION > 2.4 Recommended Dosage for Polyarticular Juvenile Idiopathic Arthritis,570,0
methotrexate,a48d0762-b1c3-494e-8672-e639395f05aa,1,42229-5,Spl Unclassified Section,2.5 Recommended Dosage for Psoriasis,RECOMMENDED DOSAGE FOR PSORIASIS,unclassified_with_title,c919c934-3920-4780-aa98-ab1f394991bf,2 DOSAGE AND ADMINISTRATION > 2.5 Recommended Dosage for Psoriasis,477,0
methotrexate,f3a66d4e-0607-4d1d-89d8-2ac69eabc4a5,1,42229-5,Spl Unclassified Section,2.6 Dosage Modifications for Adverse Reactions,DOSAGE MODIFICATIONS FOR ADVERSE REACTIONS,unclassified_with_title,c919c934-3920-4780-aa98-ab1f394991bf,2 DOSAGE AND ADMINISTRATION > 2.6 Dosage Modifications for Adverse Reactions,805,0
methotrexate,c2469bb5-557b-4ce6-ae6e-c986005a8471,1,42229-5,Spl Unclassified Section,5.1 Embryo-Fetal Toxicity,EMBRYO-FETAL TOXICITY,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.1 Embryo-Fetal Toxicity,774,0
methotrexate,cf1de7c2-3fc1-49c4-87c3-79d84e4821e3,1,42229-5,Spl Unclassified Section,5.2 Hypersensitivity Reactions,HYPERSENSITIVITY REACTIONS,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.2 Hypersensitivity Reactions,298,0
methotrexate,4404260d-bde5-4f53-b8f0-eca6e1988e38,1,42229-5,Spl Unclassified Section,5.3 Myelosuppression,MYELOSUPPRESSION,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.3 Myelosuppression,646,0
methotrexate,b2877678-3b54-4d46-96af-e95f4affe966,1,42229-5,Spl Unclassified Section,5.4 Gastrointestinal Toxicity,GASTROINTESTINAL TOXICITY,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.4 Gastrointestinal Toxicity,751,0
methotrexate,e5eaf5d0-bf48-4c4b-b13e-f4b921e7fd36,1,42229-5,Spl Unclassified Section,5.5 Hepatotoxicity,HEPATOTOXICITY,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.5 Hepatotoxicity,966,0
methotrexate,621fcfec-0ca8-4bb7-86bb-ee5a51372b78,1,42229-5,Spl Unclassified Section,5.6 Pulmonary Toxicity,PULMONARY TOXICITY,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.6 Pulmonary Toxicity,508,0
methotrexate,aa76b615-afee-43f1-8523-d2427369641f,1,42229-5,Spl Unclassified Section,5.7 Dermatologic Reactions,DERMATOLOGIC REACTIONS,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.7 Dermatologic Reactions,888,0
methotrexate,c1b930b6-53ba-4133-a7f2-9b1d4eecc9c9,1,42229-5,Spl Unclassified Section,5.8 Renal Toxicity,RENAL TOXICITY,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.8 Renal Toxicity,782,0
methotrexate,5826a089-7782-4877-aa30-8d281e84f633,1,42229-5,Spl Unclassified Section,5.9 Risk of Serious Adverse Reactions with Medication Error,RISK OF SERIOUS ADVERSE REACTIONS WITH MEDICATION ERROR,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.9 Risk of Serious Adverse Reactions with Medication Error,366,0
methotrexate,a9f1666f-614f-497d-993f-0a379ea15b1f,1,42229-5,Spl Unclassified Section,5.11 Serious Infections,SERIOUS INFECTIONS,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.11 Serious Infections,812,0
methotrexate,20fbd7eb-bb19-4244-81fe-a3ef333c1012,1,42229-5,Spl Unclassified Section,5.12 Neurotoxicity,NEUROTOXICITY,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.12 Neurotoxicity,573,0
methotrexate,09d0bcbb-2cfb-4367-b035-5f7a575f9439,1,42229-5,Spl Unclassified Section,5.13 Secondary Malignancies,SECONDARY MALIGNANCIES,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.13 Secondary Malignancies,496,0
methotrexate,35a74a6a-59b9-44a1-9a35-e02d3b4e74f1,1,42229-5,Spl Unclassified Section,5.14 Tumor Lysis Syndrome,TUMOR LYSIS SYNDROME,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.14 Tumor Lysis Syndrome,219,0
methotrexate,094c585d-f488-43a0-8118-8c64a5232561,1,42229-5,Spl Unclassified Section,5.15 Immunization and Risks Associated with Live Vaccines,IMMUNIZATION AND RISKS ASSOCIATED WITH LIVE VACCINES,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.15 Immunization and Risks Associated with Live Vaccines,547,0
methotrexate,d400def7-53c2-4f53-953c-37159ebad078,1,42229-5,Spl Unclassified Section,5.16 Infertility,INFERTILITY,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.16 Infertility,292,0
methotrexate,981bb385-92c0-4b81-b2e7-9bf5fa719742,1,42229-5,Spl Unclassified Section,5.17 Increased Risk of Adverse Reactions Due to Third-Space Accumulation,INCREASED RISK OF ADVERSE REACTIONS DUE TO THIRD-SPACE ACCUMULATION,unclassified_with_title,73b0cabb-771b-47cf-8b0a-41130e75a1ce,5 WARNINGS AND PRECAUTIONS > 5.17 Increased Risk of Adverse Reactions Due to Third-Space Accumulation,468,0
methotrexate,0c0b1304-4fad-4d52-ae87-a316a0516b1d,1,42229-5,Spl Unclassified Section,7.1 Effects of Other Drugs on Methotrexate,EFFECTS OF OTHER DRUGS ON METHOTREXATE,unclassified_with_title,80d2078d-c959-4cec-8b6e-8bc484de2b3f,7 DRUG INTERACTIONS > 7.1 Effects of Other Drugs on Methotrexate,1904,0
